$Well : 150
DEPTH      GR         CALI       NPHI       RHOB       LLS        LLD        DT         PayFlag    PERM_core  PHI_core   PHIE       ResFlag    SW_core    SW         VCL_core   VWCL       
M          GAPI       IN         V/V        G/C3       OHMM       OHMM       us/f                                        Dec                              Dec                   Dec        
$Format : 11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3381.8656  120.2532   12.2376    0.1593     2.6308     6.7070     6.4007     75.8574    0.0000     -999.0000  -999.0000  0.0401     0.0000     -999.0000  1.0000     -999.0000  0.4711     
3382.0180  124.0511   12.2513    0.1657     2.6222     7.0057     6.6937     75.9095    0.0000     -999.0000  -999.0000  0.0432     0.0000     -999.0000  1.0000     -999.0000  0.4823     
3382.1704  124.6133   12.2385    0.1606     2.6239     7.0992     6.7926     75.8886    0.0000     -999.0000  -999.0000  0.0392     0.0000     -999.0000  1.0000     -999.0000  0.4647     
3382.3228  125.3006   12.2376    0.1561     2.6304     7.0965     6.7748     75.9373    0.0000     -999.0000  -999.0000  0.0362     0.0000     -999.0000  1.0000     -999.0000  0.4735     
3382.4752  124.9487   12.2398    0.1617     2.6313     6.6664     6.3782     75.7720    0.0000     -999.0000  -999.0000  0.0414     0.0000     -999.0000  1.0000     -999.0000  0.4851     
3382.6276  125.4113   12.2340    0.1704     2.6023     5.2778     5.0864     75.8881    0.0000     -999.0000  -999.0000  0.0640     0.0000     -999.0000  1.0000     -999.0000  0.4341     
3382.7800  120.0585   12.2030    0.1717     2.5564     3.2898     3.1526     76.1247    0.0000     -999.0000  -999.0000  0.0879     0.0000     -999.0000  0.9988     -999.0000  0.3418     
3382.9324  113.1861   12.1803    0.1584     2.5172     3.6583     3.4787     76.1433    0.0000     -999.0000  -999.0000  0.1009     0.0000     -999.0000  0.9942     -999.0000  0.2439     
3383.0848  106.8927   12.1816    0.1478     2.5099     4.0856     3.9160     75.9010    0.0000     -999.0000  -999.0000  0.0969     0.0000     -999.0000  1.0000     -999.0000  0.2319     
3383.2372  106.2403   12.1780    0.1416     2.5219     3.7866     3.6318     75.6393    0.0000     -999.0000  -999.0000  0.0893     0.0000     -999.0000  1.0000     -999.0000  0.2480     
3383.3896  106.2317   12.1873    0.1481     2.5312     3.8033     3.6403     75.5051    0.0000     -999.0000  -999.0000  0.0873     0.0000     -999.0000  1.0000     -999.0000  0.2904     
3383.5420  105.3628   12.1860    0.1571     2.5362     4.1282     3.9476     75.5059    0.0000     -999.0000  -999.0000  0.0861     0.0000     -999.0000  1.0000     -999.0000  0.3192     
3383.6944  104.9690   12.1723    0.1630     2.5419     4.2480     4.0773     75.6072    0.0000     -999.0000  -999.0000  0.0837     0.0000     -999.0000  1.0000     -999.0000  0.3320     
3383.8468  104.7780   12.1620    0.1573     2.5489     2.9545     2.8207     75.7612    0.0000     -999.0000  -999.0000  0.0775     0.0000     -999.0000  1.0000     -999.0000  0.3261     
3383.9992  104.4664   12.1886    0.1503     2.5589     4.5068     4.2428     75.7792    0.0000     -999.0000  -999.0000  0.0717     0.0000     -999.0000  1.0000     -999.0000  0.3264     
3384.1516  104.7077   12.1998    0.1457     2.5636     6.0652     5.7297     75.4486    0.0000     -999.0000  -999.0000  0.0708     0.0000     -999.0000  1.0000     -999.0000  0.3164     
3384.3040  108.4838   12.1940    0.1431     2.5590     5.9273     5.6136     75.5779    0.0000     -999.0000  -999.0000  0.0744     0.0000     -999.0000  1.0000     -999.0000  0.2996     
3384.4564  109.5305   12.1918    0.1427     2.5523     3.8413     3.6510     75.3538    0.0000     -999.0000  -999.0000  0.0777     0.0000     -999.0000  1.0000     -999.0000  0.2945     
3384.6088  107.0175   12.2033    0.1496     2.5490     2.7691     2.6194     74.5869    0.0000     -999.0000  -999.0000  0.0818     0.1654     -999.0000  1.0000     -999.0000  0.3084     
3384.7612  100.4587   12.2020    0.1540     2.5317     2.6013     2.4512     74.4312    0.0000     -999.0000  -999.0000  0.0957     1.0000     -999.0000  1.0000     -999.0000  0.2667     
3384.9136  98.2160    12.1940    0.1551     2.4998     2.6593     2.5023     73.6147    0.0000     -999.0000  -999.0000  0.1123     1.0000     -999.0000  1.0000     -999.0000  0.2126     
3385.0660  98.0378    12.1688    0.1505     2.4740     2.9036     2.7287     73.4442    0.0000     -999.0000  -999.0000  0.1188     1.0000     -999.0000  0.9999     -999.0000  0.1681     
3385.2184  95.7281    12.1828    0.1440     2.4852     3.6069     3.3997     73.0877    0.0000     -999.0000  -999.0000  0.1052     1.0000     -999.0000  0.9714     -999.0000  0.1922     
3385.3708  92.7528    12.2091    0.1377     2.5112     5.7637     5.4639     72.6553    0.0000     -999.0000  -999.0000  0.0926     0.8346     -999.0000  0.8585     -999.0000  0.2126     
3385.5232  89.9763    12.1755    0.1346     2.5239     4.3598     4.1391     72.4065    0.0000     -999.0000  -999.0000  0.0931     0.1654     -999.0000  1.0000     -999.0000  0.1998     
3385.6756  90.4509    12.1713    0.1409     2.5138     3.5871     3.4044     71.9397    0.0000     -999.0000  -999.0000  0.1011     1.0000     -999.0000  0.9873     -999.0000  0.2128     
3385.8280  92.5743    12.1758    0.1479     2.4994     4.0834     3.9158     71.9227    0.0000     -999.0000  -999.0000  0.1067     1.0000     -999.0000  0.8969     -999.0000  0.2147     
3385.9804  93.6558    12.1643    0.1502     2.4930     5.2490     5.0825     71.8894    0.0000     -999.0000  -999.0000  0.1065     1.0000     -999.0000  0.7770     -999.0000  0.2117     
3386.1328  94.0220    12.1886    0.1432     2.5046     5.6561     5.5201     71.7204    0.0000     -999.0000  -999.0000  0.0955     0.8346     -999.0000  0.8658     -999.0000  0.2134     
3386.2852  94.9047    12.2171    0.1303     2.5286     5.4364     5.3183     71.5888    0.0000     -999.0000  -999.0000  0.0810     0.0000     -999.0000  1.0000     -999.0000  0.2188     
3386.4376  98.7073    12.2641    0.1212     2.5477     5.2175     5.1201     71.4841    0.0000     -999.0000  -999.0000  0.0724     0.0000     -999.0000  1.0000     -999.0000  0.2256     
3386.5900  101.3901   12.2683    0.1179     2.5565     5.3363     5.2885     71.3696    0.0000     -999.0000  -999.0000  0.0696     0.0000     -999.0000  1.0000     -999.0000  0.2244     
3386.7424  101.7416   12.2869    0.1104     2.5565     6.2638     6.2581     70.9271    0.0000     -999.0000  -999.0000  0.0691     0.0000     -999.0000  1.0000     -999.0000  0.1905     
3386.8948  101.8775   12.2844    0.0972     2.5564     7.7411     7.7585     70.3680    0.0000     -999.0000  -999.0000  0.0661     0.0000     -999.0000  1.0000     -999.0000  0.1500     
3387.0472  101.5947   12.2972    0.0819     2.5602     9.3932     9.5169     69.7855    0.0000     -999.0000  -999.0000  0.0603     0.0000     -999.0000  1.0000     -999.0000  0.1218     
3387.1996  99.6593    12.2924    0.0735     2.5750     10.3147    10.5076    69.5472    0.0000     -999.0000  -999.0000  0.0498     0.0000     -999.0000  1.0000     -999.0000  0.1426     
3387.3520  100.1103   12.2908    0.0743     2.5948     10.5381    10.7717    69.6138    0.0000     -999.0000  -999.0000  0.0410     0.0000     -999.0000  1.0000     -999.0000  0.1838     
3387.5044  100.8549   12.2775    0.0784     2.6050     10.1804    10.4517    69.6400    0.0000     -999.0000  -999.0000  0.0395     0.0000     -999.0000  1.0000     -999.0000  0.2071     
3387.6568  102.6055   12.2143    0.0871     2.6026     9.0075     9.2761     69.7056    0.0000     -999.0000  -999.0000  0.0441     0.0000     -999.0000  1.0000     -999.0000  0.2278     
3387.8092  100.8100   12.2091    0.0988     2.5964     7.1589     7.3213     69.9686    0.0000     -999.0000  -999.0000  0.0494     0.0000     -999.0000  1.0000     -999.0000  0.2470     
3387.9616  99.9629    12.2216    0.1049     2.5862     6.6861     6.6988     70.8140    0.0000     -999.0000  -999.0000  0.0561     0.0000     -999.0000  1.0000     -999.0000  0.2408     
3388.1140  99.2663    12.2180    0.1130     2.5755     6.6509     6.6067     71.4358    0.0000     -999.0000  -999.0000  0.0629     0.0000     -999.0000  1.0000     -999.0000  0.2464     
3388.2664  99.9373    12.2100    0.1159     2.5633     6.5511     6.4667     72.4039    0.0000     -999.0000  -999.0000  0.0696     0.0000     -999.0000  1.0000     -999.0000  0.2301     
3388.4188  100.0735   12.2164    0.1228     2.5532     6.4027     6.3048     72.6512    0.0000     -999.0000  -999.0000  0.0759     0.0000     -999.0000  0.9884     -999.0000  0.2410     
3388.5712  101.4959   12.2054    0.1315     2.5419     6.2414     6.1417     72.7894    0.0000     -999.0000  -999.0000  0.0828     0.0000     -999.0000  0.9259     -999.0000  0.2427     
3388.7236  100.5519   12.1998    0.1359     2.5327     6.0590     5.9166     73.1095    0.0000     -999.0000  -999.0000  0.0869     0.0000     -999.0000  0.9077     -999.0000  0.2377     
3388.8760  99.5341    12.1883    0.1376     2.5279     5.8193     5.6687     73.3076    0.0000     -999.0000  -999.0000  0.0890     0.0000     -999.0000  0.9260     -999.0000  0.2325     
3389.0284  94.8231    12.1723    0.1357     2.5232     3.8848     3.7802     73.6842    0.0000     -999.0000  -999.0000  0.0925     0.1654     -999.0000  1.0000     -999.0000  0.2156     
3389.1808  91.1755    12.1620    0.1379     2.5116     3.4563     3.3251     73.9197    0.0000     -999.0000  -999.0000  0.1005     1.0000     -999.0000  1.0000     -999.0000  0.2054     
3389.3332  91.8210    12.1483    0.1445     2.4983     2.9986     2.8865     74.0759    0.0000     -999.0000  -999.0000  0.1081     1.0000     -999.0000  1.0000     -999.0000  0.2057     
3389.4856  93.6318    12.1438    0.1528     2.4863     2.5549     2.4674     74.0730    0.0000     -999.0000  -999.0000  0.1144     1.0000     -999.0000  1.0000     -999.0000  0.2075     
3389.6380  93.1959    12.1438    0.1535     2.4798     2.4337     2.3514     73.6738    0.0000     -999.0000  -999.0000  0.1154     1.0000     -999.0000  1.0000     -999.0000  0.1937     
3389.7904  89.6388    12.1668    0.1475     2.4831     2.3941     2.3160     73.2173    0.0000     -999.0000  -999.0000  0.1104     1.0000     -999.0000  1.0000     -999.0000  0.1800     
3389.9428  87.6257    12.1816    0.1338     2.4931     2.4502     2.3564     73.0687    0.0000     -999.0000  -999.0000  0.1013     0.8346     -999.0000  1.0000     -999.0000  0.1596     
3390.0952  91.5306    12.1780    0.1224     2.5138     2.5560     2.4540     73.1544    0.0000     -999.0000  -999.0000  0.0891     0.0000     -999.0000  1.0000     -999.0000  0.1726     
3390.2476  93.2713    12.1816    0.1187     2.5255     4.5018     4.2759     73.5500    0.0000     -999.0000  -999.0000  0.0878     0.1654     -999.0000  1.0000     -999.0000  0.1794     
3390.4000  93.8720    12.1896    0.1266     2.5142     3.9969     3.8429     73.7066    0.0000     -999.0000  -999.0000  0.1007     1.0000     -999.0000  0.9993     -999.0000  0.1798     
3390.5524  90.6213    12.1774    0.1434     2.4828     3.2854     3.1943     73.7616    0.0000     -999.0000  -999.0000  0.1206     1.0000     -999.0000  0.9888     -999.0000  0.1745     
3390.7048  92.2661    12.1689    0.1600     2.4579     2.9450     2.8704     73.8588    0.0000     -999.0000  -999.0000  0.1309     1.0000     -999.0000  0.9611     -999.0000  0.1884     
3390.8572  92.1032    12.1736    0.1700     2.4553     2.5962     2.5347     74.4335    0.0000     -999.0000  -999.0000  0.1297     1.0000     -999.0000  1.0000     -999.0000  0.2131     
3391.0096  92.6685    12.1816    0.1696     2.4596     2.3450     2.2921     75.0047    0.0000     -999.0000  -999.0000  0.1269     1.0000     -999.0000  0.9942     -999.0000  0.2096     
3391.1620  90.9140    12.1953    0.1662     2.4658     2.7786     2.7454     76.0372    0.0000     -999.0000  -999.0000  0.1233     1.0000     -999.0000  0.9706     -999.0000  0.1986     
3391.3144  89.3450    12.1998    0.1532     2.4694     2.4973     2.4640     75.9979    0.0000     -999.0000  -999.0000  0.1190     1.0000     -999.0000  0.9841     -999.0000  0.1745     
3391.4668  90.0937    12.1825    0.1539     2.4784     3.3506     3.3500     76.0844    0.0000     -999.0000  -999.0000  0.1154     1.0000     -999.0000  0.9197     -999.0000  0.2037     
3391.6192  89.6548    12.1873    0.1533     2.4738     3.0034     3.0125     76.1718    0.0000     -999.0000  -999.0000  0.1228     1.0000     -999.0000  1.0000     -999.0000  0.1818     
3391.7716  88.7956    12.1688    0.1679     2.4526     2.2294     2.2391     76.2539    0.0000     -999.0000  -999.0000  0.1388     1.0000     -999.0000  1.0000     -999.0000  0.1813     
3391.9240  85.8190    12.1656    0.1679     2.4259     1.8623     1.8854     76.3806    0.0000     -999.0000  -999.0000  0.1483     1.0000     -999.0000  1.0000     -999.0000  0.1287     
3392.0764  84.6108    12.1793    0.1643     2.4223     1.7620     1.7890     76.4650    0.0000     -999.0000  -999.0000  0.1439     1.0000     -999.0000  0.9842     -999.0000  0.1346     
3392.2288  84.7840    12.1780    0.1584     2.4380     2.5843     2.6744     76.3198    0.0000     -999.0000  -999.0000  0.1334     1.0000     -999.0000  0.9204     -999.0000  0.1492     
3392.3812  86.0826    12.1816    0.1594     2.4503     2.4899     2.5954     76.3044    0.0000     -999.0000  -999.0000  0.1313     1.0000     -999.0000  1.0000     -999.0000  0.1665     
3392.5336  82.9551    12.1780    0.1559     2.4449     2.2605     2.3708     76.2933    0.0000     -999.0000  -999.0000  0.1363     1.0000     -999.0000  1.0000     -999.0000  0.1321     
3392.6860  82.8372    12.1758    0.1576     2.4368     2.1706     2.2900     76.2568    0.0000     -999.0000  -999.0000  0.1394     1.0000     -999.0000  1.0000     -999.0000  0.1347     
3392.8384  81.1424    12.1873    0.1563     2.4361     2.1167     2.2577     76.0658    0.0000     -999.0000  -999.0000  0.1375     1.0000     -999.0000  1.0000     -999.0000  0.1286     
3392.9908  84.5753    12.1860    0.1641     2.4562     2.0025     2.1465     75.0014    0.0000     -999.0000  -999.0000  0.1268     1.0000     -999.0000  1.0000     -999.0000  0.1675     
3393.1432  84.0997    12.1665    0.1561     2.4936     2.4651     2.6358     73.8124    0.0000     -999.0000  -999.0000  0.1092     1.0000     -999.0000  0.9792     -999.0000  0.1534     
3393.2956  87.0502    12.2029    0.1529     2.5340     4.3525     4.8044     74.1079    0.0000     -999.0000  -999.0000  0.0929     0.8346     -999.0000  0.8799     -999.0000  0.1969     
3393.4480  91.2941    12.2054    0.1452     2.5575     5.7313     6.4484     74.0242    0.0000     -999.0000  -999.0000  0.0794     0.0000     -999.0000  0.9228     -999.0000  0.2320     
3393.6004  96.0306    12.1969    0.1438     2.5617     5.0116     5.7039     74.0248    0.0000     -999.0000  -999.0000  0.0799     0.1654     -999.0000  1.0000     -999.0000  0.2555     
3393.7528  90.8360    12.1929    0.1497     2.5470     3.0910     3.4802     74.0221    0.0000     -999.0000  -999.0000  0.1008     1.0000     -999.0000  1.0000     -999.0000  0.1719     
3393.9052  79.6488    12.1976    0.1578     2.5013     1.9968     2.1934     74.0390    0.0000     -999.0000  -999.0000  0.1334     1.0000     -999.0000  1.0000     -999.0000  0.0751     
3394.0576  71.0452    12.1768    0.1680     2.4432     1.7234     1.8514     74.2384    0.0000     -999.0000  -999.0000  0.1604     1.0000     -999.0000  0.9951     -999.0000  0.0250     
3394.2100  70.2979    12.1793    0.1658     2.3988     1.7931     1.8846     74.4317    0.0000     -999.0000  -999.0000  0.1679     1.0000     -999.0000  0.9702     -999.0000  0.0402     
3394.3624  71.8290    12.1780    0.1656     2.3806     1.8049     1.8546     74.5746    0.0000     -999.0000  -999.0000  0.1706     1.0000     -999.0000  0.9738     -999.0000  0.0517     
3394.5148  72.8595    12.1700    0.1661     2.3779     1.7266     1.7363     74.7582    0.0000     -999.0000  -999.0000  0.1701     1.0000     -999.0000  1.0000     -999.0000  0.0552     
3394.6672  72.2957    12.1620    0.1622     2.3767     1.7300     1.7202     74.7635    0.0000     -999.0000  -999.0000  0.1695     1.0000     -999.0000  1.0000     -999.0000  0.0401     
3394.8196  72.9125    12.1598    0.1570     2.3805     1.7641     1.7423     74.7511    0.0000     -999.0000  -999.0000  0.1655     1.0000     -999.0000  1.0000     -999.0000  0.0319     
3394.9720  73.0815    12.1771    0.1469     2.3857     1.8044     1.7699     74.7911    0.0000     -999.0000  -999.0000  0.1617     1.0000     -999.0000  1.0000     -999.0000  0.0149     
3395.1244  75.7008    12.1723    0.1495     2.3905     1.8448     1.8053     74.9945    0.0000     -999.0000  -999.0000  0.1607     1.0000     -999.0000  1.0000     -999.0000  0.0412     
3395.2768  75.9947    12.1793    0.1512     2.3909     1.8552     1.8140     75.1257    0.0000     -999.0000  -999.0000  0.1613     1.0000     -999.0000  1.0000     -999.0000  0.0441     
3395.4292  78.1443    12.1752    0.1599     2.3922     1.8201     1.7785     75.2506    0.0000     -999.0000  -999.0000  0.1610     1.0000     -999.0000  1.0000     -999.0000  0.0747     
3395.5816  77.3581    12.1761    0.1561     2.3980     1.8105     1.7675     75.5275    0.0000     -999.0000  -999.0000  0.1559     1.0000     -999.0000  1.0000     -999.0000  0.0665     
3395.7340  82.1741    12.1735    0.1580     2.4071     1.8256     1.7546     75.4573    0.0000     -999.0000  -999.0000  0.1522     1.0000     -999.0000  1.0000     -999.0000  0.0945     
3395.8864  81.6700    12.1919    0.1563     2.4103     1.7773     1.6920     75.3652    0.0000     -999.0000  -999.0000  0.1515     1.0000     -999.0000  1.0000     -999.0000  0.0854     
3396.0388  82.0858    12.2056    0.1580     2.4100     1.6366     1.5572     74.9860    0.0000     -999.0000  -999.0000  0.1529     1.0000     -999.0000  1.0000     -999.0000  0.0901     
3396.1912  76.4691    12.1963    0.1589     2.4072     1.6313     1.5527     73.2956    0.0000     -999.0000  -999.0000  0.1572     1.0000     -999.0000  1.0000     -999.0000  0.0672     
3396.3436  74.5599    12.2033    0.1613     2.3963     1.7467     1.6688     71.9152    0.0000     -999.0000  -999.0000  0.1608     1.0000     -999.0000  1.0000     -999.0000  0.0643     
3396.4960  71.3264    12.2136    0.1468     2.3979     1.5099     1.4463     70.8307    0.0000     -999.0000  -999.0000  0.1505     1.0000     -999.0000  1.0000     -999.0000  0.0259     
3396.6484  70.3206    12.2216    0.1285     2.4360     2.2486     2.1313     69.4088    0.0000     -999.0000  -999.0000  0.1248     1.0000     -999.0000  0.9927     -999.0000  0.0293     
3396.8008  67.4464    12.2296    0.1090     2.5046     4.8665     4.6716     69.1911    0.0000     -999.0000  -999.0000  0.0991     0.8346     -999.0000  0.9300     -999.0000  0.0103     
3396.9532  71.5386    12.2318    0.1134     2.5566     8.0127     7.7467     68.7342    0.0000     -999.0000  -999.0000  0.0880     0.0000     -999.0000  0.8336     -999.0000  0.0776     
3397.1056  81.2881    12.2145    0.1205     2.5736     7.3525     7.1630     68.6883    0.0000     -999.0000  -999.0000  0.0744     0.0000     -999.0000  0.9956     -999.0000  0.1717     
3397.2580  92.8117    12.2078    0.1291     2.5727     7.3004     7.1447     68.2600    0.0000     -999.0000  -999.0000  0.0671     0.0000     -999.0000  0.9397     -999.0000  0.2612     
3397.4104  99.7681    12.1963    0.1240     2.5791     11.6021    11.4682    67.0376    0.0000     -999.0000  -999.0000  0.0561     0.0000     -999.0000  0.8071     -999.0000  0.2824     
3397.5628  101.3211   12.2033    0.1160     2.5930     11.9067    11.8277    68.0716    0.0000     -999.0000  -999.0000  0.0485     0.0000     -999.0000  1.0000     -999.0000  0.2894     
3397.7152  100.8962   12.1848    0.1208     2.6074     10.3982    10.3237    68.6817    0.0000     -999.0000  -999.0000  0.0499     0.0000     -999.0000  0.9931     -999.0000  0.2926     
3397.8676  98.6196    12.1700    0.1373     2.6091     9.4227     9.3405     68.7015    0.0000     -999.0000  -999.0000  0.0605     0.0000     -999.0000  0.9513     -999.0000  0.2802     
3398.0200  102.0876   12.1908    0.1546     2.6073     8.8816     8.7991     68.7235    0.0000     -999.0000  -999.0000  0.0605     0.0000     -999.0000  0.9303     -999.0000  0.3242     
3398.1724  104.2402   12.1998    0.1535     2.6124     7.4389     7.3483     68.7028    0.0000     -999.0000  -999.0000  0.0535     0.0000     -999.0000  1.0000     -999.0000  0.3318     
3398.3248  105.8560   12.3379    0.1452     2.6290     6.7140     6.5911     68.8390    0.0000     -999.0000  -999.0000  0.0454     0.0000     -999.0000  1.0000     -999.0000  0.3309     
3398.4772  98.7309    12.3977    0.1388     2.6365     7.5370     7.3238     69.5907    0.0000     -999.0000  -999.0000  0.0540     0.0000     -999.0000  1.0000     -999.0000  0.2540     
3398.6296  95.8890    12.3999    0.1276     2.6298     9.3802     9.1030     70.1541    0.0000     -999.0000  -999.0000  0.0491     0.0000     -999.0000  1.0000     -999.0000  0.2596     
3398.7820  97.9236    12.3999    0.1301     2.6187     9.6712     9.3778     70.5833    0.0000     -999.0000  -999.0000  0.0519     0.0000     -999.0000  1.0000     -999.0000  0.2897     
3398.9344  103.8798   12.3913    0.1316     2.6105     9.0940     8.7967     70.5570    0.0000     -999.0000  -999.0000  0.0473     0.0000     -999.0000  1.0000     -999.0000  0.3465     
3399.0868  108.2809   12.3793    0.1375     2.6059     8.3702     8.0658     70.5812    0.0000     -999.0000  -999.0000  0.0492     0.0000     -999.0000  1.0000     -999.0000  0.3648     
3399.2392  110.1062   12.3644    0.1334     2.5996     7.4614     7.1341     70.5610    0.0000     -999.0000  -999.0000  0.0508     0.0000     -999.0000  1.0000     -999.0000  0.3314     
3399.3916  113.5580   12.3599    0.1238     2.5948     7.1013     6.7260     70.6033    0.0000     -999.0000  -999.0000  0.0516     0.0000     -999.0000  1.0000     -999.0000  0.3001     
3399.5440  112.5408   12.3426    0.1192     2.5917     7.1783     6.7714     70.9200    0.0000     -999.0000  -999.0000  0.0521     0.0000     -999.0000  1.0000     -999.0000  0.2934     
3399.6964  111.9061   12.3560    0.1214     2.5954     7.1423     6.7264     71.3125    0.0000     -999.0000  -999.0000  0.0495     0.0000     -999.0000  1.0000     -999.0000  0.3182     
3399.8488  109.9070   12.3553    0.1288     2.6018     6.9328     6.5368     71.4650    0.0000     -999.0000  -999.0000  0.0478     0.0000     -999.0000  1.0000     -999.0000  0.3536     
3400.0012  113.1140   12.3519    0.1376     2.6042     6.8949     6.5082     71.4459    0.0000     -999.0000  -999.0000  0.0484     0.0000     -999.0000  1.0000     -999.0000  0.3710     
3400.1536  117.6170   12.3634    0.1334     2.6024     7.0756     6.6823     71.4481    0.0000     -999.0000  -999.0000  0.0486     0.0000     -999.0000  1.0000     -999.0000  0.3437     
3400.3060  117.9136   12.3852    0.1299     2.6020     7.1967     6.8014     71.4059    0.0000     -999.0000  -999.0000  0.0471     0.0000     -999.0000  1.0000     -999.0000  0.3404     
3400.4584  115.1348   12.3861    0.1237     2.6097     7.1637     6.7725     71.3188    0.0000     -999.0000  -999.0000  0.0406     0.0000     -999.0000  1.0000     -999.0000  0.3349     
3400.6108  111.1378   12.4012    0.1156     2.6193     7.1447     6.7833     71.3547    0.0000     -999.0000  -999.0000  0.0358     0.0000     -999.0000  1.0000     -999.0000  0.3268     
3400.7632  110.4930   12.3935    0.1119     2.6205     7.1566     6.8052     71.4156    0.0000     -999.0000  -999.0000  0.0373     0.0000     -999.0000  1.0000     -999.0000  0.3174     
3400.9156  111.4598   12.3965    0.1128     2.6127     8.2017     7.8465     71.5657    0.0000     -999.0000  -999.0000  0.0437     0.0000     -999.0000  1.0000     -999.0000  0.3101     
3401.0680  110.8062   12.3884    0.1244     2.5978     8.1269     7.8236     71.6648    0.0000     -999.0000  -999.0000  0.0537     0.0000     -999.0000  1.0000     -999.0000  0.3187     
3401.2204  108.7721   12.3897    0.1262     2.5851     7.4594     7.1703     71.6349    0.0000     -999.0000  -999.0000  0.0589     0.0000     -999.0000  1.0000     -999.0000  0.2891     
3401.3728  104.6826   12.3890    0.1223     2.5750     7.3528     7.0353     71.7646    0.0000     -999.0000  -999.0000  0.0633     0.0000     -999.0000  1.0000     -999.0000  0.2616     
3401.5252  105.1423   12.4052    0.1190     2.5669     7.2536     6.8924     72.1628    0.0000     -999.0000  -999.0000  0.0674     0.0000     -999.0000  1.0000     -999.0000  0.2442     
3401.6776  105.7376   12.4264    0.1240     2.5566     6.5594     6.2634     72.7924    0.0000     -999.0000  -999.0000  0.0743     0.0000     -999.0000  1.0000     -999.0000  0.2501     
3401.8300  109.3324   12.4435    0.1337     2.5480     5.1772     4.9520     73.1652    0.0000     -999.0000  -999.0000  0.0797     0.0000     -999.0000  1.0000     -999.0000  0.2641     
3401.9824  105.3072   12.4480    0.1398     2.5392     4.6997     4.4598     72.8198    0.0000     -999.0000  -999.0000  0.0847     0.0000     -999.0000  1.0000     -999.0000  0.2606     
3402.1348  102.8572   12.4480    0.1415     2.5334     4.8635     4.6302     73.1101    0.0000     -999.0000  -999.0000  0.0872     0.0000     -999.0000  1.0000     -999.0000  0.2493     
3402.2872  101.0630   12.4538    0.1360     2.5265     4.8813     4.6690     73.1222    0.0000     -999.0000  -999.0000  0.0894     0.0000     -999.0000  1.0000     -999.0000  0.2136     
3402.4396  102.0415   12.4618    0.1255     2.5250     4.7607     4.5528     73.1205    0.0000     -999.0000  -999.0000  0.0871     0.0000     -999.0000  1.0000     -999.0000  0.1828     
3402.5920  100.6448   12.4698    0.1149     2.5276     4.2778     4.0848     72.9278    0.0000     -999.0000  -999.0000  0.0851     0.0000     -999.0000  1.0000     -999.0000  0.1615     
3402.7444  99.1832    12.4893    0.1132     2.5233     4.3348     4.1270     72.2374    0.0000     -999.0000  -999.0000  0.0892     0.0000     -999.0000  1.0000     -999.0000  0.1543     
3402.8968  99.5205    12.5305    0.1162     2.5162     4.7103     4.4973     71.4274    0.0000     -999.0000  -999.0000  0.0933     0.0000     -999.0000  1.0000     -999.0000  0.1524     
3403.0492  100.0211   12.5613    0.1194     2.5092     4.7818     4.5689     70.7168    0.0000     -999.0000  -999.0000  0.0961     0.0000     -999.0000  1.0000     -999.0000  0.1525     
3403.2016  98.1026    12.5853    0.1211     2.5129     4.6450     4.4353     70.1320    0.0000     -999.0000  -999.0000  0.0923     0.0000     -999.0000  0.9797     -999.0000  0.1683     
3403.3540  96.3796    12.6036    0.1213     2.5186     5.9764     5.7350     70.2277    0.0000     -999.0000  -999.0000  0.0897     0.0000     -999.0000  0.8693     -999.0000  0.1757     
3403.5064  95.9196    12.6052    0.1212     2.5227     7.0874     6.8422     69.8941    0.0000     -999.0000  -999.0000  0.0881     0.0000     -999.0000  0.8396     -999.0000  0.1801     
3403.6588  95.7728    12.5839    0.1197     2.5236     6.7735     6.5520     70.1801    0.0000     -999.0000  -999.0000  0.0875     0.0000     -999.0000  0.9044     -999.0000  0.1762     
3403.8112  93.4980    12.4551    0.1192     2.5271     6.1350     5.9433     70.7595    0.0000     -999.0000  -999.0000  0.0847     0.0000     -999.0000  0.9722     -999.0000  0.1861     
3403.9636  92.8418    12.2410    0.1194     2.5345     5.8078     5.6237     71.6345    0.0000     -999.0000  -999.0000  0.0810     0.0000     -999.0000  1.0000     -999.0000  0.2006     
3404.1160  91.2547    12.1758    0.1224     2.5407     5.6748     5.4941     72.1052    0.0000     -999.0000  -999.0000  0.0801     0.0000     -999.0000  1.0000     -999.0000  0.2143     
3404.2684  93.0830    12.2046    0.1291     2.5445     5.3826     5.2119     72.4343    0.0000     -999.0000  -999.0000  0.0796     0.0000     -999.0000  1.0000     -999.0000  0.2389     
3404.4208  95.5855    12.2100    0.1308     2.5417     5.0505     4.8331     72.5976    0.0000     -999.0000  -999.0000  0.0811     0.0000     -999.0000  1.0000     -999.0000  0.2465     
3404.5732  101.3521   12.2193    0.1429     2.5420     4.7346     4.5355     72.5515    0.0000     -999.0000  -999.0000  0.0823     0.0000     -999.0000  0.9992     -999.0000  0.2939     
3404.7256  104.6273   12.2180    0.1524     2.5417     4.9556     4.7663     72.5220    0.0000     -999.0000  -999.0000  0.0834     0.0000     -999.0000  0.9935     -999.0000  0.3130     
