$Well : 150
DEPTH      GR         CALI       NPHI       RHOB       LLS        LLD        DT         PayFlag    PERM_core  PHI_core   PHIE       ResFlag    SW_core    SW         VCL_core   VWCL       
M          GAPI       IN         V/V        G/C3       OHMM       OHMM       us/f                                        Dec                              Dec                   Dec        
$Format : 11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3507.9004  160.2030   12.2523    0.2539     2.6673     4.0150     3.7544     85.1085    0.0000     -999.0000  -999.0000  0.0155     0.0000     -999.0000  1.0000     -999.0000  0.8022     
3508.0528  155.9311   12.2651    0.2428     2.6629     4.0101     3.7528     84.7136    0.0000     -999.0000  -999.0000  0.0306     0.0000     -999.0000  1.0000     -999.0000  0.7547     
3508.2052  154.6076   12.2719    0.2334     2.6545     4.0008     3.7386     84.7940    0.0000     -999.0000  -999.0000  0.0347     0.0000     -999.0000  1.0000     -999.0000  0.7237     
3508.3576  153.9734   12.2661    0.2298     2.6495     3.9925     3.7309     84.8779    0.0000     -999.0000  -999.0000  0.0345     0.0000     -999.0000  1.0000     -999.0000  0.7218     
3508.5100  154.7890   12.2926    0.2478     2.6497     4.0105     3.7443     85.3349    0.0000     -999.0000  -999.0000  0.0263     0.0000     -999.0000  1.0000     -999.0000  0.7714     
3508.6624  156.7305   12.2866    0.2614     2.6521     3.9424     3.6680     85.6927    0.0000     -999.0000  -999.0000  0.0211     0.0000     -999.0000  1.0000     -999.0000  0.7838     
3508.8148  155.9805   12.3029    0.2711     2.6568     3.8204     3.5559     86.1221    0.0000     -999.0000  -999.0000  0.0257     0.0000     -999.0000  1.0000     -999.0000  0.7725     
3508.9672  156.5223   12.3177    0.2691     2.6580     3.6263     3.3684     86.2917    0.0000     -999.0000  -999.0000  0.0232     0.0000     -999.0000  1.0000     -999.0000  0.7790     
3509.1196  154.8075   12.3257    0.2642     2.6632     3.6527     3.3801     86.3512    0.0000     -999.0000  -999.0000  0.0316     0.0000     -999.0000  1.0000     -999.0000  0.7603     
3509.2720  155.3357   12.3279    0.2593     2.6731     3.7654     3.4748     86.3534    0.0000     -999.0000  -999.0000  0.0244     0.0000     -999.0000  1.0000     -999.0000  0.7738     
3509.4244  155.7931   12.3279    0.2488     2.6838     3.7544     3.4624     86.3559    0.0000     -999.0000  -999.0000  0.0197     0.0000     -999.0000  1.0000     -999.0000  0.7789     
3509.5768  159.6522   12.3279    0.2436     2.6822     3.6994     3.4075     86.4419    0.0000     -999.0000  -999.0000  0.0134     0.0000     -999.0000  1.0000     -999.0000  0.8079     
3509.7292  163.3331   12.3279    0.2462     2.6731     3.6260     3.3405     86.7521    0.0000     -999.0000  -999.0000  0.0127     0.0000     -999.0000  1.0000     -999.0000  0.8137     
3509.8816  165.6033   12.3394    0.2637     2.6674     3.5967     3.3168     87.3002    0.0000     -999.0000  -999.0000  0.0044     0.0000     -999.0000  1.0000     -999.0000  0.8605     
3510.0340  164.9047   12.3554    0.2783     2.6660     3.5459     3.2673     87.6783    0.0000     -999.0000  -999.0000  0.0064     0.0000     -999.0000  1.0000     -999.0000  0.8439     
3510.1864  162.4128   12.3541    0.2847     2.6714     3.4496     3.1765     87.8503    0.0000     -999.0000  -999.0000  0.0101     0.0000     -999.0000  1.0000     -999.0000  0.8223     
3510.3388  160.8607   12.3577    0.2786     2.6747     3.4614     3.1783     87.8876    0.0000     -999.0000  -999.0000  0.0120     0.0000     -999.0000  1.0000     -999.0000  0.8133     
3510.4912  159.9602   12.3541    0.2638     2.6781     3.4782     3.1960     87.8938    0.0000     -999.0000  -999.0000  0.0131     0.0000     -999.0000  1.0000     -999.0000  0.8090     
3510.6436  161.3747   12.3519    0.2529     2.6749     3.4702     3.1857     87.9533    0.0000     -999.0000  -999.0000  0.0115     0.0000     -999.0000  1.0000     -999.0000  0.8159     
3510.7960  164.6150   12.3577    0.2479     2.6728     3.4687     3.1796     88.2912    0.0000     -999.0000  -999.0000  0.0137     0.0000     -999.0000  1.0000     -999.0000  0.8066     
3510.9484  165.3654   12.3541    0.2491     2.6691     3.4767     3.1893     88.6385    0.0000     -999.0000  -999.0000  0.0137     0.0000     -999.0000  1.0000     -999.0000  0.8068     
3511.1008  164.6537   12.3289    0.2531     2.6617     3.4928     3.1998     89.1782    0.0000     -999.0000  -999.0000  0.0137     0.0000     -999.0000  1.0000     -999.0000  0.8070     
3511.2532  162.8468   12.3257    0.2577     2.6580     3.4198     3.1321     89.1821    0.0000     -999.0000  -999.0000  0.0114     0.0000     -999.0000  1.0000     -999.0000  0.8159     
3511.4056  161.2188   12.3279    0.2641     2.6575     3.3689     3.0779     89.1223    0.0000     -999.0000  -999.0000  0.0114     0.0000     -999.0000  1.0000     -999.0000  0.8158     
3511.5580  160.3242   12.3394    0.2713     2.6663     3.3718     3.0854     89.0633    0.0000     -999.0000  -999.0000  0.0125     0.0000     -999.0000  1.0000     -999.0000  0.8115     
3511.7104  160.5020   12.3324    0.2691     2.6721     3.3875     3.1037     88.6153    0.0000     -999.0000  -999.0000  0.0108     0.0000     -999.0000  1.0000     -999.0000  0.8192     
3511.8628  162.6145   12.3279    0.2718     2.6768     3.3969     3.1131     88.7059    0.0000     -999.0000  -999.0000  0.0072     0.0000     -999.0000  1.0000     -999.0000  0.8379     
3512.0152  162.8351   12.3394    0.2680     2.6788     3.4092     3.1253     88.6848    0.0000     -999.0000  -999.0000  0.0080     0.0000     -999.0000  1.0000     -999.0000  0.8332     
3512.1676  163.0384   12.3324    0.2595     2.6750     3.4415     3.1537     88.4471    0.0000     -999.0000  -999.0000  0.0072     0.0000     -999.0000  1.0000     -999.0000  0.8381     
3512.3200  165.3154   12.3337    0.2595     2.6712     3.4861     3.1972     88.4371    0.0000     -999.0000  -999.0000  0.0084     0.0000     -999.0000  1.0000     -999.0000  0.8341     
3512.4724  165.3114   12.3359    0.2510     2.6663     3.5000     3.2079     88.3970    0.0000     -999.0000  -999.0000  0.0164     0.0000     -999.0000  1.0000     -999.0000  0.7979     
3512.6248  164.1700   12.3186    0.2553     2.6606     3.5311     3.2334     87.6314    0.0000     -999.0000  -999.0000  0.0117     0.0000     -999.0000  1.0000     -999.0000  0.8147     
3512.7772  160.7105   12.3177    0.2592     2.6566     3.5470     3.2480     86.0277    0.0000     -999.0000  -999.0000  0.0132     0.0000     -999.0000  1.0000     -999.0000  0.8092     
3512.9296  161.4849   12.3429    0.2709     2.6525     3.5471     3.2529     86.1395    0.0000     -999.0000  -999.0000  0.0083     0.0000     -999.0000  1.0000     -999.0000  0.8319     
3513.0820  163.5629   12.3461    0.2754     2.6525     3.5249     3.2221     86.2340    0.0000     -999.0000  -999.0000  0.0084     0.0000     -999.0000  1.0000     -999.0000  0.8353     
3513.2344  163.9281   12.3381    0.2579     2.6539     3.7520     3.4391     85.9839    0.0000     -999.0000  -999.0000  0.0198     0.0000     -999.0000  1.0000     -999.0000  0.7871     
3513.3868  165.2025   12.3359    0.2486     2.6590     4.0031     3.6763     86.0432    0.0000     -999.0000  -999.0000  0.0197     0.0000     -999.0000  1.0000     -999.0000  0.7874     
3513.5392  165.0014   12.3359    0.2436     2.6654     3.9172     3.6126     85.5961    0.0000     -999.0000  -999.0000  0.0214     0.0000     -999.0000  1.0000     -999.0000  0.7829     
3513.6916  165.2179   12.3186    0.2391     2.6724     3.8596     3.5616     85.4946    0.0000     -999.0000  -999.0000  0.0205     0.0000     -999.0000  1.0000     -999.0000  0.7826     
3513.8440  161.1019   12.3292    0.2329     2.6808     3.9645     3.6656     85.5952    0.0000     -999.0000  -999.0000  0.0170     0.0000     -999.0000  1.0000     -999.0000  0.7820     
3513.9964  159.0972   12.3359    0.2408     2.6845     4.0439     3.7533     85.1240    0.0000     -999.0000  -999.0000  0.0146     0.0000     -999.0000  1.0000     -999.0000  0.8037     
3514.1488  160.4532   12.3301    0.2469     2.6816     4.0315     3.7503     84.3955    0.0000     -999.0000  -999.0000  0.0122     0.0000     -999.0000  1.0000     -999.0000  0.8137     
3514.3012  159.7047   12.3193    0.2458     2.6697     3.9722     3.7131     83.9867    0.0000     -999.0000  -999.0000  0.0207     0.0000     -999.0000  1.0000     -999.0000  0.7819     
3514.4536  160.1172   12.3188    0.2358     2.6640     4.2294     3.9872     83.5541    0.0000     -999.0000  -999.0000  0.0277     0.0000     -999.0000  1.0000     -999.0000  0.7495     
3514.6060  160.3167   12.3314    0.2327     2.6674     4.8013     4.5782     82.6884    0.0000     -999.0000  -999.0000  0.0242     0.0000     -999.0000  1.0000     -999.0000  0.7552     
3514.7584  160.9417   12.3301    0.2225     2.6761     5.0292     4.8319     82.0908    0.0000     -999.0000  -999.0000  0.0179     0.0000     -999.0000  1.0000     -999.0000  0.7250     
3514.9108  155.9519   12.3394    0.2031     2.6812     5.0208     4.8417     81.6433    0.0000     -999.0000  -999.0000  0.0150     0.0000     -999.0000  1.0000     -999.0000  0.6705     
3515.0632  153.5218   12.3381    0.1893     2.6778     4.9898     4.8190     81.5870    0.0000     -999.0000  -999.0000  0.0181     0.0000     -999.0000  1.0000     -999.0000  0.6436     
3515.2156  154.2061   12.3417    0.2033     2.6680     4.9320     4.7787     81.1248    0.0000     -999.0000  -999.0000  0.0261     0.0000     -999.0000  1.0000     -999.0000  0.6854     
3515.3680  154.8011   12.3497    0.2144     2.6585     4.7931     4.6709     80.0694    0.0000     -999.0000  -999.0000  0.0307     0.0000     -999.0000  1.0000     -999.0000  0.6892     
3515.5204  150.5596   12.3346    0.2182     2.6553     4.7355     4.6577     79.2242    0.0000     -999.0000  -999.0000  0.0319     0.0000     -999.0000  1.0000     -999.0000  0.6835     
3515.6728  147.9863   12.3452    0.2065     2.6485     4.6717     4.6524     76.9770    0.0000     -999.0000  -999.0000  0.0366     0.0000     -999.0000  1.0000     -999.0000  0.6222     
3515.8252  147.3263   12.3404    0.2040     2.6274     4.6777     4.6791     75.8426    0.0000     -999.0000  -999.0000  0.0516     0.0000     -999.0000  0.9934     -999.0000  0.5792     
3515.9776  143.3357   12.3647    0.2009     2.5928     5.1241     5.1597     74.9802    0.0000     -999.0000  -999.0000  0.0691     0.0000     -999.0000  0.9498     -999.0000  0.4902     
3516.1300  128.1787   12.2953    0.1790     2.5655     5.6200     5.6560     74.5167    0.0000     -999.0000  -999.0000  0.0753     0.0000     -999.0000  0.9069     -999.0000  0.3681     
3516.2824  106.6083   12.2178    0.1410     2.5602     6.6672     6.7086     74.3964    0.0000     -999.0000  -999.0000  0.0714     0.0000     -999.0000  0.9511     -999.0000  0.2474     
3516.4348  87.5258    12.2056    0.1143     2.5508     7.3634     7.4687     74.2606    0.0000     -999.0000  -999.0000  0.0810     0.0000     -999.0000  0.9203     -999.0000  0.1373     
3516.5872  81.3683    12.2136    0.1107     2.5320     5.1695     5.2772     74.2199    0.0000     -999.0000  -999.0000  0.0915     0.0000     -999.0000  1.0000     -999.0000  0.1298     
3516.7396  84.4224    12.1870    0.1222     2.5059     3.5620     3.5864     73.7567    0.0000     -999.0000  -999.0000  0.1031     0.0000     -999.0000  1.0000     -999.0000  0.1528     
3516.8920  86.6722    12.1700    0.1314     2.4925     3.5128     3.5016     73.6848    0.0000     -999.0000  -999.0000  0.1079     0.0000     -999.0000  1.0000     -999.0000  0.1580     
3517.0444  90.8978    12.1620    0.1357     2.4844     3.4652     3.4437     73.7222    0.0000     -999.0000  -999.0000  0.1127     0.0000     -999.0000  0.9897     -999.0000  0.1526     
3517.1968  90.3515    12.1540    0.1384     2.4753     3.5433     3.5137     73.7006    0.0000     -999.0000  -999.0000  0.1168     0.0000     -999.0000  0.9416     -999.0000  0.1466     
3517.3492  90.1025    12.1518    0.1418     2.4727     3.4272     3.3953     73.6451    0.0000     -999.0000  -999.0000  0.1178     0.0000     -999.0000  0.9640     -999.0000  0.1562     
3517.5016  86.1572    12.1518    0.1474     2.4734     3.2328     3.1981     73.4274    0.0000     -999.0000  -999.0000  0.1195     0.0000     -999.0000  0.9690     -999.0000  0.1575     
3517.6540  84.8428    12.1460    0.1478     2.4748     3.3338     3.2929     73.5093    0.0000     -999.0000  -999.0000  0.1175     0.0000     -999.0000  0.9324     -999.0000  0.1602     
3517.8064  87.2197    12.1323    0.1431     2.4761     4.1439     4.0885     73.6576    0.0000     -999.0000  -999.0000  0.1138     0.0000     -999.0000  0.8373     -999.0000  0.1545     
3517.9588  87.1605    12.1508    0.1310     2.4843     4.9271     4.8741     74.4426    0.0000     -999.0000  -999.0000  0.1057     0.0000     -999.0000  0.8284     -999.0000  0.1431     
3518.1112  88.3847    12.2058    0.1296     2.5036     6.2581     6.1625     74.1292    0.0000     -999.0000  -999.0000  0.0945     0.0000     -999.0000  0.7829     -999.0000  0.1885     
3518.2636  89.9119    12.2123    0.1283     2.5267     7.0519     6.9109     74.0863    0.0000     -999.0000  -999.0000  0.0840     0.0000     -999.0000  0.8403     -999.0000  0.2091     
3518.4160  91.6134    12.2308    0.1269     2.5427     7.1595     7.0062     75.1617    0.0000     -999.0000  -999.0000  0.0794     0.0000     -999.0000  0.8812     -999.0000  0.2248     
3518.5684  93.3498    12.2225    0.1304     2.5398     7.1354     6.9836     74.7236    0.0000     -999.0000  -999.0000  0.0848     0.0000     -999.0000  0.8220     -999.0000  0.2295     
3518.7208  90.7016    12.2331    0.1363     2.5205     7.1067     6.9565     73.9445    0.0000     -999.0000  -999.0000  0.0993     0.0000     -999.0000  0.7222     -999.0000  0.1990     
3518.8732  89.1628    12.2398    0.1483     2.4934     6.8504     6.6864     73.4776    0.0000     -999.0000  -999.0000  0.1142     0.0000     -999.0000  0.6801     -999.0000  0.1882     
3519.0256  85.2073    12.2456    0.1513     2.4702     4.8203     4.7205     71.9963    0.0000     -999.0000  -999.0000  0.1253     0.0000     -999.0000  0.8306     -999.0000  0.1475     
3519.1780  82.5604    12.2363    0.1577     2.4630     3.5080     3.4256     71.4651    0.0000     -999.0000  -999.0000  0.1310     0.0000     -999.0000  0.8803     -999.0000  0.1354     
3519.3304  81.8557    12.2260    0.1657     2.4703     3.4794     3.3948     70.6117    0.0000     -999.0000  -999.0000  0.1314     0.0000     -999.0000  0.8445     -999.0000  0.1281     
3519.4828  79.3562    12.2180    0.1734     2.4871     3.7075     3.6221     69.2668    0.0000     -999.0000  -999.0000  0.1330     0.0000     -999.0000  0.8242     -999.0000  0.0997     
3519.6352  76.2774    12.2043    0.1719     2.5064     3.7799     3.6887     68.2913    0.0000     -999.0000  -999.0000  0.1292     0.0000     -999.0000  0.8655     -999.0000  0.0702     
3519.7876  71.4194    12.2458    0.1541     2.5312     3.7899     3.6951     67.2374    0.0000     -999.0000  -999.0000  0.1131     0.0000     -999.0000  0.9740     -999.0000  0.0348     
3519.9400  72.3529    12.2754    0.1246     2.5647     3.9597     3.8715     66.9424    0.0000     -999.0000  -999.0000  0.0826     0.0000     -999.0000  1.0000     -999.0000  0.0624     
3520.0924  74.5370    12.3087    0.0994     2.5998     8.2025     8.0076     66.8497    0.0000     -999.0000  -999.0000  0.0609     0.0000     -999.0000  1.0000     -999.0000  0.0770     
3520.2448  76.2890    12.3257    0.0839     2.6291     14.9028    14.6790    66.8697    0.0000     -999.0000  -999.0000  0.0492     0.0000     -999.0000  0.9942     -999.0000  0.0894     
3520.3972  76.5435    12.3567    0.0873     2.6377     15.2455    14.9103    67.1928    0.0000     -999.0000  -999.0000  0.0536     0.0000     -999.0000  0.9706     -999.0000  0.1077     
3520.5496  86.8860    12.3161    0.1015     2.6333     12.6500    12.1917    68.6948    0.0000     -999.0000  -999.0000  0.0438     0.0000     -999.0000  1.0000     -999.0000  0.2284     
3520.7020  98.9819    12.3017    0.1185     2.6281     11.7799    11.3001    69.8279    0.0000     -999.0000  -999.0000  0.0408     0.0000     -999.0000  1.0000     -999.0000  0.3261     
3520.8544  111.9242   12.2981    0.1347     2.6271     11.6870    11.2058    71.1799    0.0000     -999.0000  -999.0000  0.0366     0.0000     -999.0000  1.0000     -999.0000  0.4186     
3521.0068  117.4916   12.3074    0.1497     2.6313     10.5258    10.1008    72.5101    0.0000     -999.0000  -999.0000  0.0373     0.0000     -999.0000  1.0000     -999.0000  0.4524     
3521.1592  120.4423   12.3004    0.1607     2.6366     7.6948     7.3203     72.5354    0.0000     -999.0000  -999.0000  0.0370     0.0000     -999.0000  1.0000     -999.0000  0.4706     
3521.3116  119.0527   12.2556    0.1635     2.6416     6.7922     6.3419     73.0554    0.0000     -999.0000  -999.0000  0.0380     0.0000     -999.0000  1.0000     -999.0000  0.4467     
3521.4640  117.6377   12.2283    0.1615     2.6440     6.8828     6.3829     73.5764    0.0000     -999.0000  -999.0000  0.0380     0.0000     -999.0000  1.0000     -999.0000  0.4439     
3521.6164  118.6576   12.2209    0.1721     2.6435     6.8812     6.3627     74.1537    0.0000     -999.0000  -999.0000  0.0412     0.0000     -999.0000  1.0000     -999.0000  0.4658     
3521.7688  123.9813   12.2169    0.1775     2.6448     6.8602     6.3373     74.5800    0.0000     -999.0000  -999.0000  0.0358     0.0000     -999.0000  1.0000     -999.0000  0.5195     
3521.9212  128.3976   12.2273    0.1794     2.6437     6.8598     6.3320     74.6784    0.0000     -999.0000  -999.0000  0.0347     0.0000     -999.0000  1.0000     -999.0000  0.5393     
3522.0736  129.8223   12.2318    0.1701     2.6397     6.8555     6.3328     74.7519    0.0000     -999.0000  -999.0000  0.0341     0.0000     -999.0000  1.0000     -999.0000  0.5114     
3522.2260  129.2816   12.2376    0.1664     2.6380     6.4523     5.9292     74.6309    0.0000     -999.0000  -999.0000  0.0347     0.0000     -999.0000  1.0000     -999.0000  0.5117     
3522.3784  126.6394   12.2283    0.1705     2.6389     6.6789     6.0937     74.6318    0.0000     -999.0000  -999.0000  0.0359     0.0000     -999.0000  1.0000     -999.0000  0.5197     
3522.5308  129.4699   12.2180    0.1776     2.6393     6.6191     6.0338     74.6310    0.0000     -999.0000  -999.0000  0.0358     0.0000     -999.0000  1.0000     -999.0000  0.5532     
3522.6832  130.7401   12.2273    0.1869     2.6394     6.5555     5.9818     74.6629    0.0000     -999.0000  -999.0000  0.0383     0.0000     -999.0000  1.0000     -999.0000  0.5573     
3522.8356  131.3800   12.2433    0.1909     2.6437     6.6912     6.1074     74.5645    0.0000     -999.0000  -999.0000  0.0359     0.0000     -999.0000  1.0000     -999.0000  0.5600     
3522.9880  129.3732   12.2420    0.1859     2.6512     6.7140     6.1320     74.5509    0.0000     -999.0000  -999.0000  0.0326     0.0000     -999.0000  1.0000     -999.0000  0.5367     
3523.1404  128.2948   12.2340    0.1787     2.6564     6.6448     6.0711     74.2793    0.0000     -999.0000  -999.0000  0.0281     0.0000     -999.0000  1.0000     -999.0000  0.5348     
3523.2928  128.5149   12.2318    0.1654     2.6599     6.8167     6.2622     73.9942    0.0000     -999.0000  -999.0000  0.0218     0.0000     -999.0000  1.0000     -999.0000  0.5387     
3523.4452  130.6968   12.2491    0.1666     2.6608     6.6219     6.0823     73.9654    0.0000     -999.0000  -999.0000  0.0229     0.0000     -999.0000  1.0000     -999.0000  0.5545     
3523.5976  130.3783   12.2443    0.1654     2.6585     6.4622     5.9370     73.9538    0.0000     -999.0000  -999.0000  0.0247     0.0000     -999.0000  1.0000     -999.0000  0.5370     
3523.7500  128.7910   12.2513    0.1660     2.6505     6.4312     5.9199     73.7594    0.0000     -999.0000  -999.0000  0.0300     0.0000     -999.0000  1.0000     -999.0000  0.5194     
3523.9024  122.9566   12.2472    0.1637     2.6476     6.6364     6.1215     73.3243    0.0000     -999.0000  -999.0000  0.0340     0.0000     -999.0000  1.0000     -999.0000  0.4673     
3524.0548  118.9602   12.2237    0.1631     2.6502     7.2813     6.7281     73.1980    0.0000     -999.0000  -999.0000  0.0366     0.0000     -999.0000  1.0000     -999.0000  0.4415     
3524.2072  114.8006   12.2388    0.1667     2.6532     7.9325     7.3685     73.2615    0.0000     -999.0000  -999.0000  0.0432     0.0000     -999.0000  1.0000     -999.0000  0.4116     
3524.3596  115.6907   12.2478    0.1686     2.6518     7.1367     6.6390     73.3529    0.0000     -999.0000  -999.0000  0.0407     0.0000     -999.0000  1.0000     -999.0000  0.4378     
3524.5120  118.4918   12.2420    0.1791     2.6473     6.9482     6.4595     73.5081    0.0000     -999.0000  -999.0000  0.0452     0.0000     -999.0000  1.0000     -999.0000  0.4599     
3524.6644  120.6270   12.2456    0.1850     2.6471     6.9098     6.4277     73.5690    0.0000     -999.0000  -999.0000  0.0446     0.0000     -999.0000  1.0000     -999.0000  0.4674     
3524.8168  117.9778   12.2478    0.1817     2.6438     6.8762     6.3941     73.6906    0.0000     -999.0000  -999.0000  0.0474     0.0000     -999.0000  1.0000     -999.0000  0.4300     
3524.9692  114.0369   12.2536    0.1688     2.6434     7.0033     6.5168     73.6018    0.0000     -999.0000  -999.0000  0.0424     0.0000     -999.0000  1.0000     -999.0000  0.4080     
3525.1216  115.5166   12.2500    0.1608     2.6469     7.4380     6.9305     73.9164    0.0000     -999.0000  -999.0000  0.0362     0.0000     -999.0000  1.0000     -999.0000  0.4408     
3525.2740  120.2228   12.2478    0.1653     2.6453     6.9966     6.5140     74.1460    0.0000     -999.0000  -999.0000  0.0354     0.0000     -999.0000  1.0000     -999.0000  0.4859     
3525.4264  126.3571   12.2651    0.1679     2.6435     6.8665     6.3635     74.1184    0.0000     -999.0000  -999.0000  0.0329     0.0000     -999.0000  1.0000     -999.0000  0.5238     
3525.5788  126.7854   12.2603    0.1725     2.6360     7.3208     6.7991     74.1013    0.0000     -999.0000  -999.0000  0.0373     0.0000     -999.0000  1.0000     -999.0000  0.5162     
3525.7312  125.5159   12.2645    0.1655     2.6412     7.2301     6.7256     74.1823    0.0000     -999.0000  -999.0000  0.0323     0.0000     -999.0000  1.0000     -999.0000  0.5011     
3525.8836  121.2839   12.2592    0.1715     2.6439     6.9831     6.4894     74.5423    0.0000     -999.0000  -999.0000  0.0400     0.0000     -999.0000  1.0000     -999.0000  0.4662     
3526.0360  122.1556   12.2558    0.1700     2.6435     6.6959     6.2051     74.2605    0.0000     -999.0000  -999.0000  0.0355     0.0000     -999.0000  1.0000     -999.0000  0.4921     
3526.1884  123.9223   12.2616    0.1687     2.6387     6.5614     6.0911     74.6938    0.0000     -999.0000  -999.0000  0.0366     0.0000     -999.0000  1.0000     -999.0000  0.4977     
3526.3408  127.8592   12.2696    0.1615     2.6358     6.6066     6.0989     74.6863    0.0000     -999.0000  -999.0000  0.0343     0.0000     -999.0000  1.0000     -999.0000  0.4851     
3526.4932  129.1411   12.2661    0.1585     2.6384     6.7169     6.2264     74.7489    0.0000     -999.0000  -999.0000  0.0331     0.0000     -999.0000  1.0000     -999.0000  0.4930     
3526.6456  128.0525   12.2580    0.1637     2.6359     6.7208     6.2487     74.6086    0.0000     -999.0000  -999.0000  0.0371     0.0000     -999.0000  1.0000     -999.0000  0.5004     
3526.7980  129.2996   12.2674    0.1664     2.6257     6.5072     6.0548     74.5428    0.0000     -999.0000  -999.0000  0.0444     0.0000     -999.0000  1.0000     -999.0000  0.4781     
3526.9504  133.6482   12.2603    0.1658     2.6070     6.6907     6.2373     74.2462    0.0000     -999.0000  -999.0000  0.0550     0.0000     -999.0000  1.0000     -999.0000  0.4354     
3527.1028  133.0529   12.2731    0.1599     2.5880     6.8612     6.4073     74.1591    0.0000     -999.0000  -999.0000  0.0628     0.0000     -999.0000  1.0000     -999.0000  0.3899     
3527.2552  123.8155   12.2683    0.1596     2.5779     6.6380     6.2204     73.7337    0.0000     -999.0000  -999.0000  0.0656     0.0000     -999.0000  1.0000     -999.0000  0.3826     
3527.4076  112.6971   12.2811    0.1540     2.5782     6.8704     6.4349     72.4046    0.0000     -999.0000  -999.0000  0.0622     0.0000     -999.0000  1.0000     -999.0000  0.3630     
3527.5600  109.7692   12.2879    0.1438     2.5858     7.0326     6.6027     71.7362    0.0000     -999.0000  -999.0000  0.0554     0.0000     -999.0000  1.0000     -999.0000  0.3494     
3527.7124  111.3830   12.2937    0.1330     2.5988     7.0351     6.6044     71.5933    0.0000     -999.0000  -999.0000  0.0470     0.0000     -999.0000  1.0000     -999.0000  0.3496     
3527.8648  111.1706   12.2959    0.1335     2.6111     7.1119     6.6763     71.6715    0.0000     -999.0000  -999.0000  0.0427     0.0000     -999.0000  1.0000     -999.0000  0.3777     
3528.0172  110.7381   12.2959    0.1348     2.6131     7.2522     6.8104     71.4920    0.0000     -999.0000  -999.0000  0.0445     0.0000     -999.0000  0.9976     -999.0000  0.3774     
3528.1696  111.8516   12.2844    0.1426     2.6053     9.1025     8.5324     70.8892    0.0000     -999.0000  -999.0000  0.0502     0.0000     -999.0000  0.9582     -999.0000  0.3870     
3528.3220  110.7266   12.2857    0.1452     2.6036     11.5382    10.9119    71.0996    0.0000     -999.0000  -999.0000  0.0497     0.0000     -999.0000  0.8508     -999.0000  0.3755     
3528.4744  108.7889   12.2764    0.1422     2.6167     10.0055    9.4246     71.3030    0.0000     -999.0000  -999.0000  0.0435     0.0000     -999.0000  1.0000     -999.0000  0.3534     
3528.6268  103.8538   12.2719    0.1233     2.6317     8.0431     7.5295     71.7455    0.0000     -999.0000  -999.0000  0.0353     0.0000     -999.0000  1.0000     -999.0000  0.3132     
3528.7792  104.2251   12.2777    0.1174     2.6341     7.2920     6.7990     71.8162    0.0000     -999.0000  -999.0000  0.0348     0.0000     -999.0000  1.0000     -999.0000  0.3340     
3528.9316  104.9073   12.3087    0.1235     2.6282     7.0069     6.5103     71.9291    0.0000     -999.0000  -999.0000  0.0404     0.0000     -999.0000  1.0000     -999.0000  0.3454     
3529.0840  111.2562   12.3199    0.1412     2.6229     6.7165     6.2409     72.0976    0.0000     -999.0000  -999.0000  0.0424     0.0000     -999.0000  1.0000     -999.0000  0.4122     
3529.2364  118.0233   12.3257    0.1484     2.6190     6.5943     6.1215     72.5152    0.0000     -999.0000  -999.0000  0.0426     0.0000     -999.0000  1.0000     -999.0000  0.4285     
3529.3888  125.2498   12.2991    0.1537     2.6181     6.6333     6.1657     73.8233    0.0000     -999.0000  -999.0000  0.0426     0.0000     -999.0000  1.0000     -999.0000  0.4443     
3529.5412  131.5277   12.2764    0.1515     2.6224     6.4918     6.0374     74.0435    0.0000     -999.0000  -999.0000  0.0382     0.0000     -999.0000  1.0000     -999.0000  0.4411     
3529.6936  130.2844   12.2546    0.1472     2.6339     6.6393     6.1722     74.1445    0.0000     -999.0000  -999.0000  0.0315     0.0000     -999.0000  1.0000     -999.0000  0.4523     
3529.8460  128.2933   12.2478    0.1453     2.6406     6.8056     6.3311     74.1773    0.0000     -999.0000  -999.0000  0.0300     0.0000     -999.0000  1.0000     -999.0000  0.4545     
3529.9984  123.7746   12.2420    0.1454     2.6389     6.7011     6.2376     74.0356    0.0000     -999.0000  -999.0000  0.0319     0.0000     -999.0000  1.0000     -999.0000  0.4467     
3530.1508  120.7613   12.2340    0.1416     2.6361     6.7913     6.3404     74.0132    0.0000     -999.0000  -999.0000  0.0321     0.0000     -999.0000  1.0000     -999.0000  0.4270     
3530.3032  120.0194   12.2606    0.1358     2.6354     6.9349     6.4616     73.7603    0.0000     -999.0000  -999.0000  0.0313     0.0000     -999.0000  1.0000     -999.0000  0.4117     
3530.4556  118.5021   12.2719    0.1321     2.6367     7.5796     7.0778     73.2160    0.0000     -999.0000  -999.0000  0.0308     0.0000     -999.0000  1.0000     -999.0000  0.4105     
3530.6080  120.3374   12.2777    0.1383     2.6335     7.9775     7.4447     72.1895    0.0000     -999.0000  -999.0000  0.0343     0.0000     -999.0000  1.0000     -999.0000  0.4249     
3530.7604  119.0574   12.2453    0.1392     2.6306     8.2280     7.6777     72.3042    0.0000     -999.0000  -999.0000  0.0348     0.0000     -999.0000  1.0000     -999.0000  0.4145     
